Date,Open,High,Low,Close,Adj_Close,Volume
2010-03-24,6038.0,6044.640137,5964.759766,6039.0,6039.0,134221200.0
2010-03-25,6043.839844,6139.5,6038.049805,6132.950195,6132.950195,137339700.0
2010-03-26,6125.870117,6135.950195,6105.669922,6120.049805,6120.049805,107632900.0
2010-03-29,6150.169922,6172.850098,6128.209961,6156.850098,6156.850098,94108000.0
2010-03-30,6187.640137,6203.5,6135.509766,6142.450195,6142.450195,113421500.0
2010-03-31,6139.399902,6162.180176,6108.22998,6153.549805,6153.549805,111937500.0
2010-04-01,6189.379883,6238.569824,6186.589844,6235.560059,6235.560059,94379800.0
2010-04-06,6250.009766,6265.319824,6214.180176,6252.209961,6252.209961,93393200.0
2010-04-07,6248.370117,6256.399902,6208.52002,6222.410156,6222.410156,91074400.0
2010-04-08,6199.939941,6207.140137,6138.02002,6171.830078,6171.830078,104473900.0
2010-04-09,6226.259766,6254.490234,6216.600098,6249.700195,6249.700195,95227700.0
2010-04-12,6283.810059,6285.029785,6223.779785,6250.689941,6250.689941,113736900.0
2010-04-13,6236.279785,6251.459961,6199.709961,6230.830078,6230.830078,100154400.0
2010-04-14,6269.47998,6305.149902,6249.919922,6278.399902,6278.399902,119609300.0
2010-04-15,6286.629883,6310.759766,6249.740234,6291.450195,6291.450195,108953700.0
2010-04-16,6264.649902,6305.399902,6162.839844,6180.899902,6180.899902,195883500.0
2010-04-19,6158.600098,6190.859863,6140.379883,6162.439941,6162.439941,133583500.0
2010-04-20,6193.5,6267.540039,6172.569824,6264.22998,6264.22998,133489200.0
2010-04-21,6280.540039,6281.379883,6229.180176,6230.379883,6230.379883,149364800.0
2010-04-22,6229.22998,6286.359863,6141.069824,6168.720215,6168.720215,174052000.0
2010-04-23,6192.620117,6287.540039,6170.390137,6259.529785,6259.529785,124506000.0
2010-04-26,6317.129883,6341.52002,6299.580078,6332.100098,6332.100098,115432400.0
2010-04-27,6332.399902,6333.0,6159.509766,6159.509766,6159.509766,159970800.0
2010-04-28,6141.009766,6159.02002,6024.009766,6084.339844,6084.339844,241133300.0
2010-04-29,6110.560059,6159.410156,6073.370117,6144.910156,6144.910156,194408800.0
2010-04-30,6155.569824,6205.720215,6085.620117,6135.700195,6135.700195,196569400.0
2010-05-03,6122.759766,6190.069824,6089.930176,6166.919922,6166.919922,112972200.0
2010-05-04,6176.240234,6197.0,5995.430176,6006.859863,6006.859863,229250500.0
2010-05-05,6021.060059,6031.089844,5929.350098,5958.450195,5958.450195,235306400.0
2010-05-06,5919.939941,6009.47998,5884.390137,5908.259766,5908.259766,283585200.0
2010-05-07,5790.669922,5905.350098,5655.180176,5715.089844,5715.089844,321885400.0
2010-05-10,5814.410156,6017.910156,5805.97998,6017.910156,6017.910156,280850400.0
2010-05-11,5922.029785,6042.109863,5918.140137,6037.709961,6037.709961,169545500.0
2010-05-12,6026.060059,6217.240234,6006.310059,6183.490234,6183.490234,186580700.0
2010-05-13,6240.669922,6276.799805,6196.890137,6251.970215,6251.970215,120538700.0
2010-05-14,6226.490234,6233.709961,6014.779785,6056.709961,6056.709961,173391100.0
2010-05-17,6029.910156,6151.540039,6026.319824,6066.919922,6066.919922,144988000.0
2010-05-18,6144.080078,6181.259766,6113.870117,6155.930176,6155.930176,122109600.0
2010-05-19,6091.850098,6124.810059,5972.169922,5988.669922,5988.669922,185439300.0
2010-05-20,6023.109863,6043.839844,5780.72998,5867.879883,5867.879883,192604600.0
2010-05-21,5835.220215,5872.649902,5689.180176,5829.25,5829.25,341947100.0
2010-05-24,5858.450195,5872.069824,5733.569824,5805.680176,5805.680176,91354000.0
2010-05-25,5659.589844,5690.25,5607.680176,5670.040039,5670.040039,193420800.0
2010-05-26,5735.459961,5828.370117,5721.02002,5758.02002,5758.02002,172251000.0
2010-05-27,5802.640137,5952.209961,5802.359863,5937.140137,5937.140137,180623000.0
2010-05-28,5962.839844,5980.779785,5927.310059,5946.180176,5946.180176,104018000.0
2010-05-31,5933.580078,5993.939941,5931.200195,5964.330078,5964.330078,45852600.0
2010-06-01,5943.939941,6012.040039,5833.609863,5981.27002,5981.27002,127463800.0
2010-06-02,5923.47998,5992.209961,5869.350098,5981.200195,5981.200195,99316200.0
2010-06-03,6075.680176,6101.830078,6046.379883,6054.629883,6054.629883,102491100.0
2010-06-04,6081.470215,6114.580078,5912.899902,5938.879883,5938.879883,131208800.0
2010-06-07,5876.47998,5954.470215,5851.930176,5904.950195,5904.950195,117565000.0
2010-06-08,5916.859863,5922.950195,5798.759766,5868.549805,5868.549805,163228700.0
2010-06-09,5895.939941,5993.930176,5832.970215,5984.75,5984.75,115040500.0
2010-06-10,5959.109863,6089.430176,5925.060059,6056.589844,6056.589844,131094700.0
2010-06-11,6082.899902,6084.700195,5983.27002,6047.830078,6047.830078,132370300.0
2010-06-14,6113.459961,6137.25,6093.379883,6125.0,6125.0,96620900.0
2010-06-15,6089.319824,6194.25,6089.319824,6175.049805,6175.049805,118277000.0
2010-06-16,6203.009766,6207.299805,6143.180176,6190.910156,6190.910156,120767100.0
2010-06-17,6181.77002,6241.359863,6164.990234,6223.540039,6223.540039,112716300.0
2010-06-18,6223.879883,6256.549805,6189.709961,6216.97998,6216.97998,260009000.0
2010-06-21,6320.410156,6330.810059,6263.410156,6292.970215,6292.970215,92615800.0
2010-06-22,6254.859863,6295.580078,6216.390137,6269.040039,6269.040039,86801700.0
2010-06-23,6219.200195,6271.850098,6178.839844,6204.52002,6204.52002,96948000.0
2010-06-24,6232.379883,6235.47998,6097.009766,6115.47998,6115.47998,113903600.0
2010-06-25,6116.22998,6149.870117,6039.560059,6070.600098,6070.600098,101546500.0
2010-06-28,6097.370117,6168.990234,6059.830078,6157.220215,6157.220215,81583500.0
2010-06-29,6061.680176,6068.819824,5935.350098,5952.029785,5952.029785,122001100.0
2010-06-30,5972.259766,6001.029785,5938.200195,5965.52002,5965.52002,110273900.0
2010-07-01,5885.609863,5953.839844,5827.25,5857.430176,5857.430176,133033400.0
2010-07-02,5885.220215,5941.220215,5833.120117,5834.149902,5834.149902,103990600.0
2010-07-05,5853.75,5861.049805,5809.370117,5816.200195,5816.200195,58955400.0
2010-07-06,5847.470215,5995.640137,5842.069824,5940.97998,5940.97998,104933400.0
2010-07-07,5896.180176,5997.819824,5848.660156,5992.859863,5992.859863,117657700.0
2010-07-08,6025.859863,6057.52002,6006.680176,6035.660156,6035.660156,108892000.0
2010-07-09,6070.470215,6078.560059,6039.310059,6065.240234,6065.240234,82687900.0
2010-07-12,6079.950195,6119.700195,6061.839844,6077.189941,6077.189941,68496700.0
2010-07-13,6078.339844,6200.819824,6076.140137,6191.129883,6191.129883,117515900.0
2010-07-14,6215.22998,6226.540039,6161.129883,6209.759766,6209.759766,97857800.0
2010-07-15,6187.779785,6248.069824,6127.359863,6149.359863,6149.359863,114225200.0
2010-07-16,6165.509766,6205.439941,6018.640137,6040.27002,6040.27002,143885200.0
2010-07-19,6034.870117,6083.120117,5993.549805,6009.109863,6009.109863,80327500.0
2010-07-20,6039.160156,6052.509766,5906.040039,5967.490234,5967.490234,92837300.0
2010-07-21,6011.720215,6060.490234,5976.919922,5990.379883,5990.379883,79687600.0
2010-07-22,5971.089844,6148.129883,5961.859863,6142.149902,6142.149902,100967900.0
2010-07-23,6125.259766,6190.240234,6112.5,6166.339844,6166.339844,85493000.0
2010-07-26,6201.02002,6201.140137,6131.910156,6194.209961,6194.209961,73220100.0
2010-07-27,6211.100098,6253.640137,6189.959961,6207.310059,6207.310059,134573900.0
2010-07-28,6238.709961,6249.160156,6147.569824,6178.939941,6178.939941,102638200.0
2010-07-29,6202.779785,6243.419922,6124.450195,6134.700195,6134.700195,111252400.0
2010-07-30,6123.410156,6184.540039,6059.189941,6147.970215,6147.970215,105538800.0
2010-08-02,6187.640137,6304.259766,6182.680176,6292.129883,6292.129883,104821000.0
2010-08-03,6279.950195,6310.319824,6265.609863,6307.910156,6307.910156,99281900.0
2010-08-04,6287.649902,6361.669922,6264.279785,6331.330078,6331.330078,99509500.0
2010-08-05,6332.819824,6382.560059,6321.379883,6333.580078,6333.580078,117072800.0
2010-08-06,6361.089844,6386.970215,6244.689941,6259.629883,6259.629883,111202900.0
2010-08-09,6326.620117,6356.410156,6318.120117,6351.600098,6351.600098,70334800.0
2010-08-10,6315.870117,6333.25,6247.620117,6286.25,6286.25,83815500.0
2010-08-11,6234.600098,6236.569824,6143.580078,6154.069824,6154.069824,107362000.0
2010-08-12,6141.899902,6173.419922,6097.720215,6135.169922,6135.169922,113104100.0
2010-08-13,6163.109863,6168.709961,6068.819824,6110.410156,6110.410156,98258900.0
2010-08-16,6132.779785,6156.569824,6062.290039,6110.569824,6110.569824,74503300.0
2010-08-17,6125.319824,6215.350098,6123.790039,6206.399902,6206.399902,87901100.0
2010-08-18,6183.120117,6216.549805,6155.509766,6186.310059,6186.310059,76996200.0
2010-08-19,6216.330078,6229.459961,6070.830078,6075.129883,6075.129883,105084200.0
2010-08-20,6079.910156,6097.350098,5999.629883,6005.160156,6005.160156,107089500.0
2010-08-23,6017.189941,6055.22998,5995.370117,6010.910156,6010.910156,66569300.0
2010-08-24,5962.870117,5975.830078,5869.299805,5935.439941,5935.439941,97950200.0
2010-08-25,5925.47998,5954.959961,5837.899902,5899.5,5899.5,107849000.0
2010-08-26,5937.27002,5948.910156,5896.52002,5912.580078,5912.580078,90854800.0
2010-08-27,5899.990234,5957.319824,5845.490234,5951.169922,5951.169922,117064900.0
2010-08-30,5973.47998,5978.189941,5889.839844,5912.410156,5912.410156,57738000.0
2010-08-31,5846.029785,5925.810059,5833.509766,5925.220215,5925.220215,102991500.0
2010-09-01,5936.939941,6087.939941,5876.430176,6083.899902,6083.899902,119785800.0
2010-09-02,6071.560059,6104.089844,6052.549805,6083.850098,6083.850098,96113500.0
2010-09-03,6091.660156,6178.009766,6088.259766,6134.620117,6134.620117,94990500.0
2010-09-06,6156.290039,6164.930176,6140.97998,6155.040039,6155.040039,63508500.0
2010-09-07,6136.919922,6138.930176,6083.200195,6117.890137,6117.890137,81983300.0
2010-09-08,6099.330078,6180.379883,6062.649902,6164.439941,6164.439941,108640300.0
2010-09-09,6141.839844,6233.069824,6133.990234,6221.52002,6221.52002,102017200.0
2010-09-10,6186.220215,6224.649902,6182.560059,6214.77002,6214.77002,94002800.0
2010-09-13,6258.509766,6290.870117,6231.52002,6261.680176,6261.680176,93974100.0
2010-09-14,6261.779785,6287.779785,6231.379883,6275.410156,6275.410156,112788800.0
2010-09-15,6282.52002,6288.200195,6227.200195,6261.870117,6261.870117,104880700.0
2010-09-16,6255.140137,6281.100098,6233.970215,6249.649902,6249.649902,96808800.0
2010-09-17,6297.930176,6321.200195,6185.740234,6209.759766,6209.759766,232899500.0
2010-09-20,6231.279785,6301.629883,6219.850098,6294.580078,6294.580078,96805800.0
2010-09-21,6281.069824,6339.970215,6275.97998,6275.97998,6275.97998,130949600.0
2010-09-22,6286.330078,6297.399902,6192.430176,6208.330078,6208.330078,133906500.0
2010-09-23,6252.310059,6263.740234,6129.439941,6184.709961,6184.709961,117864900.0
2010-09-24,6173.890137,6310.279785,6146.419922,6298.299805,6298.299805,114746400.0
2010-09-27,6307.870117,6324.089844,6272.169922,6278.890137,6278.890137,86116600.0
2010-09-28,6258.200195,6311.919922,6197.959961,6276.089844,6276.089844,109270100.0
2010-09-29,6296.279785,6326.339844,6223.140137,6246.919922,6246.919922,120081800.0
2010-09-30,6214.02002,6339.359863,6204.689941,6229.02002,6229.02002,137412300.0
2010-10-01,6244.060059,6293.089844,6187.220215,6211.339844,6211.339844,125509200.0
2010-10-04,6205.0,6210.25,6128.540039,6134.209961,6134.209961,90481300.0
2010-10-05,6132.120117,6233.450195,6115.870117,6215.830078,6215.830078,106588200.0
2010-10-06,6248.810059,6289.560059,6242.52002,6270.72998,6270.72998,111931000.0
2010-10-07,6278.609863,6321.790039,6233.140137,6276.25,6276.25,97564700.0
2010-10-08,6269.47998,6295.089844,6239.430176,6291.669922,6291.669922,124534200.0
2010-10-11,6308.430176,6325.310059,6289.359863,6309.509766,6309.509766,79124000.0
2010-10-12,6257.029785,6316.77002,6228.390137,6304.569824,6304.569824,99634300.0
2010-10-13,6339.759766,6456.27002,6335.220215,6434.52002,6434.52002,148838900.0
2010-10-14,6446.319824,6485.709961,6445.319824,6455.27002,6455.27002,110051500.0
2010-10-15,6478.0,6512.779785,6438.779785,6492.299805,6492.299805,137125800.0
2010-10-18,6465.830078,6533.830078,6462.589844,6516.629883,6516.629883,91058500.0
2010-10-19,6508.359863,6544.790039,6472.180176,6490.689941,6490.689941,101370600.0
2010-10-20,6470.299805,6527.850098,6461.47998,6524.549805,6524.549805,95159700.0
2010-10-21,6514.990234,6621.839844,6504.660156,6611.009766,6611.009766,95687700.0
2010-10-22,6594.899902,6623.939941,6586.399902,6605.839844,6605.839844,67471100.0
2010-10-25,6645.450195,6668.540039,6625.830078,6639.209961,6639.209961,75742000.0
2010-10-26,6634.240234,6645.700195,6580.279785,6613.799805,6613.799805,95124400.0
2010-10-27,6591.240234,6629.129883,6553.25,6568.0,6568.0,117914500.0
2010-10-28,6600.279785,6644.609863,6576.02002,6595.279785,6595.279785,104323100.0
2010-10-29,6585.970215,6630.97998,6569.25,6601.370117,6601.370117,93680300.0
2010-11-01,6637.089844,6670.899902,6586.009766,6604.859863,6604.859863,75385200.0
2010-11-02,6600.410156,6668.930176,6597.459961,6654.310059,6654.310059,71574400.0
2010-11-03,6666.069824,6682.910156,6604.75,6617.799805,6617.799805,82909600.0
2010-11-04,6677.779785,6757.290039,6676.419922,6734.689941,6734.689941,130037000.0
2010-11-05,6743.560059,6775.169922,6712.470215,6754.200195,6754.200195,111691700.0
2010-11-08,6746.439941,6759.410156,6728.350098,6750.5,6750.5,98820700.0
2010-11-09,6742.049805,6810.859863,6736.629883,6787.810059,6787.810059,109749700.0
2010-11-10,6759.589844,6783.689941,6684.220215,6719.839844,6719.839844,132576800.0
2010-11-11,6747.799805,6750.390137,6700.470215,6723.410156,6723.410156,107482000.0
2010-11-12,6650.919922,6758.589844,6617.970215,6734.609863,6734.609863,117494900.0
2010-11-15,6705.129883,6812.959961,6679.689941,6790.169922,6790.169922,95231800.0
2010-11-16,6751.129883,6772.009766,6663.149902,6663.240234,6663.240234,131975000.0
2010-11-17,6658.990234,6705.189941,6653.569824,6700.069824,6700.069824,85428300.0
2010-11-18,6765.700195,6835.540039,6754.399902,6832.109863,6832.109863,99615600.0
2010-11-19,6841.370117,6854.089844,6794.430176,6843.549805,6843.549805,107514800.0
2010-11-22,6892.02002,6901.930176,6805.970215,6822.049805,6822.049805,96805200.0
2010-11-23,6791.75,6827.830078,6705.0,6705.0,6705.0,115849900.0
2010-11-24,6740.609863,6833.700195,6701.97998,6823.799805,6823.799805,118626100.0
2010-11-25,6834.680176,6885.810059,6823.189941,6879.660156,6879.660156,84547500.0
2010-11-26,6842.390137,6871.709961,6778.600098,6848.97998,6848.97998,101948600.0
2010-11-29,6867.77002,6907.609863,6697.970215,6697.970215,6697.970215,123908800.0
2010-11-30,6732.589844,6763.52002,6655.939941,6688.490234,6688.490234,132333700.0
2010-12-01,6748.359863,6868.810059,6736.689941,6866.629883,6866.629883,121565400.0
2010-12-02,6895.77002,6958.689941,6840.649902,6957.609863,6957.609863,130561600.0
2010-12-03,6947.310059,6977.910156,6914.5,6947.720215,6947.720215,103221900.0
2010-12-06,6970.240234,6971.950195,6926.569824,6954.379883,6954.379883,84507200.0
2010-12-07,6987.879883,7042.669922,6962.100098,7001.910156,7001.910156,112763600.0
2010-12-08,6976.189941,7013.529785,6956.669922,6975.870117,6975.870117,89053100.0
2010-12-09,7017.990234,7021.310059,6947.899902,6964.160156,6964.160156,141055000.0
2010-12-10,6987.689941,7018.109863,6973.319824,7006.169922,7006.169922,98519300.0
2010-12-13,7027.580078,7044.870117,7017.600098,7029.390137,7029.390137,72037500.0
2010-12-14,7024.790039,7032.649902,7011.140137,7027.399902,7027.399902,75982500.0
2010-12-15,7007.490234,7029.740234,6964.129883,7016.370117,7016.370117,93677700.0
2010-12-16,7012.990234,7033.029785,6991.689941,7024.399902,7024.399902,78306500.0
2010-12-17,7042.830078,7043.149902,6980.180176,6982.450195,6982.450195,188705900.0
2010-12-20,7000.379883,7068.560059,6992.669922,7018.600098,7018.600098,73899400.0
2010-12-21,7045.25,7087.839844,7042.97998,7077.990234,7077.990234,66695100.0
2010-12-22,7079.220215,7084.100098,7067.709961,7067.919922,7067.919922,62438000.0
2010-12-23,7083.080078,7083.080078,7042.580078,7057.689941,7057.689941,42131200.0
2010-12-27,7055.319824,7056.339844,6943.049805,6970.72998,6970.72998,44519600.0
2010-12-28,6984.850098,6990.810059,6957.649902,6972.100098,6972.100098,32268800.0
2010-12-29,6989.540039,7008.310059,6981.790039,6995.470215,6995.470215,39088900.0
2010-12-30,6996.560059,7008.120117,6897.220215,6914.189941,6914.189941,43679800.0
2011-01-03,6973.390137,7026.620117,6969.830078,6989.740234,6989.740234,61893200.0
2011-01-04,6979.680176,7025.859863,6952.02002,6975.350098,6975.350098,87665600.0
2011-01-05,6966.080078,6967.240234,6842.899902,6939.819824,6939.819824,117141900.0
2011-01-06,6949.47998,7047.589844,6949.069824,6981.390137,6981.390137,91236400.0
2011-01-07,6991.549805,7010.890137,6939.879883,6947.839844,6947.839844,92626900.0
2011-01-10,6920.359863,6941.390137,6835.740234,6857.060059,6857.060059,93167900.0
2011-01-11,6879.390137,6951.189941,6860.52002,6941.569824,6941.569824,115258100.0
2011-01-12,6958.839844,7070.399902,6958.5,7068.779785,7068.779785,122555700.0
2011-01-13,7075.540039,7084.069824,7036.089844,7075.109863,7075.109863,160361400.0
2011-01-14,7055.419922,7083.02002,7015.350098,7075.700195,7075.700195,125089000.0
2011-01-17,7072.75,7087.430176,7055.830078,7078.060059,7078.060059,79250900.0
2011-01-18,7100.47998,7156.25,7099.120117,7143.450195,7143.450195,121727300.0
2011-01-19,7163.370117,7165.0,7077.22998,7082.759766,7082.759766,110001900.0
2011-01-20,7074.890137,7084.240234,7008.620117,7024.27002,7024.27002,154426700.0
2011-01-21,7047.700195,7122.890137,7023.689941,7062.419922,7062.419922,173919200.0
2011-01-24,7080.779785,7089.620117,7000.410156,7067.77002,7067.77002,121571600.0
2011-01-25,7096.839844,7102.080078,7043.640137,7059.009766,7059.009766,122874800.0
2011-01-26,7092.890137,7160.859863,7087.25,7127.350098,7127.350098,109512300.0
2011-01-27,7120.640137,7180.149902,7114.350098,7155.580078,7155.580078,113476500.0
2011-01-28,7155.470215,7177.22998,7102.799805,7102.799805,7102.799805,96018200.0
2011-01-31,7094.560059,7107.370117,7033.089844,7077.47998,7077.47998,93018500.0
2011-02-01,7133.339844,7190.75,7105.310059,7184.27002,7184.27002,117369400.0
2011-02-02,7202.620117,7222.129883,7160.359863,7183.669922,7183.669922,114242400.0
2011-02-03,7175.75,7198.97998,7144.080078,7193.680176,7193.680176,105091300.0
2011-02-04,7216.660156,7226.640137,7186.240234,7216.209961,7216.209961,94076900.0
2011-02-07,7222.049805,7287.660156,7214.049805,7283.620117,7283.620117,93205600.0
2011-02-08,7274.169922,7325.029785,7272.799805,7323.240234,7323.240234,98883400.0
2011-02-09,7319.120117,7350.779785,7310.439941,7320.899902,7320.899902,81819000.0
2011-02-10,7322.620117,7340.870117,7269.529785,7340.279785,7340.279785,105376400.0
2011-02-11,7320.069824,7390.47998,7283.870117,7371.200195,7371.200195,96097500.0
2011-02-14,7403.830078,7424.359863,7378.410156,7396.629883,7396.629883,69641000.0
2011-02-15,7397.680176,7420.689941,7376.240234,7400.040039,7400.040039,101585600.0
2011-02-16,7414.22998,7438.419922,7399.819824,7414.299805,7414.299805,122447300.0
2011-02-17,7429.0,7434.930176,7364.040039,7405.509766,7405.509766,112233100.0
2011-02-18,7422.109863,7427.299805,7379.939941,7426.810059,7426.810059,122186000.0
2011-02-21,7412.060059,7441.819824,7310.689941,7321.810059,7321.810059,100847900.0
2011-02-22,7293.109863,7350.950195,7259.669922,7318.350098,7318.350098,121301400.0
2011-02-23,7295.120117,7310.72998,7183.299805,7194.600098,7194.600098,118018600.0
2011-02-24,7134.700195,7156.049805,7093.910156,7130.5,7130.5,137570400.0
2011-02-25,7139.879883,7194.02002,7130.149902,7185.169922,7185.169922,114084700.0
2011-02-28,7173.589844,7305.490234,7148.939941,7272.319824,7272.319824,101476200.0
2011-03-01,7309.799805,7356.330078,7193.779785,7223.299805,7223.299805,112179300.0
2011-03-02,7169.040039,7202.580078,7122.689941,7181.120117,7181.120117,111139900.0
2011-03-03,7225.22998,7294.040039,7191.140137,7225.959961,7225.959961,95318500.0
2011-03-04,7262.540039,7311.25,7157.120117,7178.899902,7178.899902,97463100.0
2011-03-07,7137.810059,7270.810059,7127.310059,7161.930176,7161.930176,86671800.0
2011-03-08,7211.060059,7222.160156,7072.470215,7164.75,7164.75,143918800.0
2011-03-09,7177.549805,7217.540039,7109.259766,7131.799805,7131.799805,129975700.0
2011-03-10,7078.689941,7109.709961,7021.950195,7063.089844,7063.089844,131965800.0
2011-03-11,7002.259766,7014.02002,6963.310059,6981.490234,6981.490234,141420300.0
2011-03-14,6896.310059,6946.439941,6847.939941,6866.629883,6866.629883,170810200.0
2011-03-15,6668.990234,6714.830078,6483.390137,6647.660156,6647.660156,284442100.0
2011-03-16,6696.310059,6733.029785,6501.850098,6513.839844,6513.839844,202700000.0
2011-03-17,6557.850098,6692.830078,6517.180176,6656.879883,6656.879883,146277000.0
2011-03-18,6715.169922,6761.310059,6655.689941,6664.399902,6664.399902,252614000.0
2011-03-21,6782.299805,6829.75,6781.299805,6816.120117,6816.120117,218418400.0
2011-03-22,6823.080078,6826.029785,6765.060059,6780.970215,6780.970215,119673000.0
2011-03-23,6749.180176,6807.379883,6720.02002,6804.450195,6804.450195,95709800.0
2011-03-24,6798.080078,6941.720215,6787.040039,6933.580078,6933.580078,103543200.0
2011-03-25,6971.77002,6985.25,6920.569824,6946.359863,6946.359863,80873800.0
2011-03-28,6931.859863,6981.189941,6915.580078,6938.629883,6938.629883,72637400.0
2011-03-29,6952.509766,6960.160156,6867.419922,6934.439941,6934.439941,93210600.0
2011-03-30,7010.77002,7065.27002,7002.77002,7057.149902,7057.149902,100538400.0
2011-03-31,7068.290039,7079.759766,7041.310059,7041.310059,7041.310059,96954200.0
2011-04-01,7086.560059,7192.379883,7086.560059,7179.810059,7179.810059,103281900.0
2011-04-04,7178.589844,7200.259766,7168.240234,7175.330078,7175.330078,79269800.0
2011-04-05,7174.689941,7186.350098,7129.410156,7175.310059,7175.310059,104322600.0
2011-04-06,7197.370117,7242.689941,7157.680176,7215.109863,7215.109863,153818400.0
2011-04-07,7212.459961,7241.089844,7175.350098,7178.779785,7178.779785,125928000.0
2011-04-08,7226.790039,7232.870117,7195.439941,7217.02002,7217.02002,117232400.0
